collectionid,title,description,creator,donor,date,date is approximate,subject,location,location (lcsh),latitude,longitude,relation,publisher,source,identifier,rights,format original,type,format,language,rightsstatement,cdmid,objectid,original-objectid,reference_url
plcphotos,Clearwater Sawmill and Lumber factory workings [26],A man pushes a plank of wood down a roller conveyor belt.,,,1966,yes,belt conveyors; woodworking machinery; lumber; planks (wood),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 8, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_8_004,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1455,lewiston-plc345,plcphotos1455,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1455.html
plcphotos,Clearwater Sawmill and Lumber factory workings [36],A plank of lumber being rolled down a roller conveyor belt towards another machine.,,,1966,yes,belt conveyors; woodworking machinery; lumber; planks (wood),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 8, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_8_005,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1456,lewiston-plc346,plcphotos1456,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1456.html
plcphotos,Clearwater Sawmill and Lumber factory workings [37],The interior of the Clearwater Paper Mill.,,,1966,yes,sawmills,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 8, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_8_006,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1457,lewiston-plc347,plcphotos1457,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1457.html
plcphotos,Clearwater Sawmill and Lumber factory workings [18],Two men work with boards of lumber. Attached to the photo is a description that reads &quot;A jig designed by Millwright in box factory on hand operated groover. Cutting head is completely covered and does not contact board till board and tabletop are pushed down. before this machine was made we had 3 finger injurys in two months.&quot;,,,1966,yes,lumber; boards (flat objects),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 8, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_8_010,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1459,lewiston-plc348,plcphotos1459,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1459.html
plcphotos,Clearwater Sawmill and Lumber factory workings [35],A woman works with planks of lumber.,,,1966,yes,lumber; planks (wood); women,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 8, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_8_011,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1460,lewiston-plc349,plcphotos1460,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1460.html
plcphotos,Clearwater Sawmill and Lumber factory workings [09],One man is putting the piece of wood into the machine while another ties off sets of the pieces.,,,1966,yes,woodworking machinery; lumber; boards (flat objects),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 8, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_8_012,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1461,lewiston-plc350,plcphotos1461,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1461.html
plcphotos,Clearwater Sawmill and Lumber factory workings [04],"Women work alongside men, sawing planks of wood.",,,1966,yes,lumber; planks (wood); women,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 8, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_8_013,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1462,lewiston-plc351,plcphotos1462,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1462.html
plcphotos,Clearwater Sawmill and Lumber factory workings [45],"Bundles of wood boards sit waiting on a cart while others wait on racks to be put through the moulder, which is partially hidden by the racks. On the back, it is written &quot;Moulders.&quot;",,,1966,yes,woodworking machinery; lumber; boards (flat objects); planks (wood),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 8, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_8_014,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1463,lewiston-plc352,plcphotos1463,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1463.html
plcphotos,Clearwater Sawmill and Lumber factory workings [12],"A man and woman work together to run a piece of lumber through a machine. On the back, it&#39;s written &quot;Box Fac.&quot;",,,1966,yes,woodworking machinery; lumber; boards (flat objects); planks (wood); women,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 8, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_8_015,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1464,lewiston-plc353,plcphotos1464,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1464.html
plcphotos,Clearwater Sawmill and Lumber factory workings [02],"Men and women work together in the Clearwater Paper Mill. Stacks of planks of wood are on a roller conveyor belt as well as stacked on either side. On the back, it is labeled &quot;workers in the box factory.&quot;",,,1966,yes,lumber; boards (flat objects); planks (wood); women; sawmills,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 8, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_8_016,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1465,lewiston-plc354,plcphotos1465,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1465.html
plcphotos,Clearwater Sawmill and Lumber factory workings [69],"Men work on the saw line sawing planks of wood. On the right hand of the photograph, the box reads: For 90 MM G [rest blacked out] with Fuze, M.T,. M43A3. 90 MM. Gun Shells. Packed. Lot 6998. On the back, there are two stamps. One reads &quot;Life Photo by Otto Hagel&quot; and the other reads &quot;Life Photo by Hansel Meith.&quot;",,"Hagel, Otto; Meith, Hansel",1966,yes,lumber; boards (flat objects); planks (wood); sawmills,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 8, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_8_017,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1466,lewiston-plc355,plcphotos1466,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1466.html
plcphotos,Clearwater Sawmill and Lumber factory workings [17],"A man pushes a plank of wood through a machine. On the back, the description reads &quot;Lock Deck laminated decking is manufactured at Potlatch Corporation&#39;s Lewiston, Idaho plant. This laminated product was developed by Potlatch and is used in the construction industry for both industrial and residential use. The product comes in a variety of sizes, grades and species.&quot; There is a stamp for Photographs by Richards Studios in Tacoma Washington on the back as well.",,,1966,yes,lumber; boards (flat objects); planks (wood); sawmills; woodworking machinery,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 8, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_8_019,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1467,lewiston-plc356,plcphotos1467,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1467.html
plcphotos,Clearwater Sawmill and Lumber factory workings [27],"End of planks of wood stamped with the Potlatach name. The stamps read: &quot;Potlatch,&quot; &quot;pfi Symbol of Quality made in the USA,&quot; &quot;Genuine White Pine.&quot; On the back there is a stamp for Photograph&#39;s by Richards Studios in Tacoma Washington.",,,1966,yes,white pine (wood); boards (flat objects); planks (wood),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 8, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_8_020,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1469,lewiston-plc357,plcphotos1469,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1469.html
plcphotos,Clearwater Sawmill and Lumber factory workings [05],Bundles of wood are stacked high in the Clearwater Paper Mill warehouse.,,,1966,yes,lumber; boards (flat objects); planks (wood); sawmills,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 8, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_8_021,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1470,lewiston-plc358,plcphotos1470,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1470.html
plcphotos,Clearwater Sawmill and Lumber factory workings [52],Photograph of what appears to be a circuit breaker.,,,1966,yes,circuit breakers; machinery,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_004,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1471,lewiston-plc359,plcphotos1471,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1471.html
plcphotos,Clearwater Sawmill and Lumber factory workings [55],Logs coming through the cut off saw.,,,1966,yes,lumber; sawmills; woodworking machinery; log (wood); saw blades; saws,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_006,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1472,lewiston-plc360,plcphotos1472,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1472.html
plcphotos,Clearwater Sawmill and Lumber factory workings [48],Logs wait in log slips.,,,1966-03-28,,log (wood),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_007,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1473,lewiston-plc361,plcphotos1473,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1473.html
plcphotos,Clearwater Sawmill and Lumber factory workings [53],A log gets sprayed by water as it goes through the debarker at the Clearwater Paper Mill.,,,1966-03-28,,barkers; woodworking machinery; lumber; log (wood),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_008,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1474,lewiston-plc362,plcphotos1474,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1474.html
plcphotos,Clearwater Sawmill and Lumber factory workings [65],Men work with planks of wood. Writing on the back says &quot;Green chain.&quot;,,,1966,yes,sawmills; woodworking machinery;  boards (flat objects); planks (wood),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_009,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1475,lewiston-plc363,plcphotos1475,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1475.html
plcphotos,Clearwater Sawmill and Lumber factory workings [57],A man works on the edger in the sawmill. Writing on the back says &quot;edging pincher.&quot;,,,1966,yes,sawmills; woodworking machinery;  boards (flat objects); planks (wood),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_010,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1476,lewiston-plc364,plcphotos1476,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1476.html
plcphotos,Clearwater Sawmill and Lumber factory workings [46],A man sits  in a chair  looking at the camera while men in the background work with planks of wood. The description on the back of photograph says &quot;trimmer man.&quot;,,,1966,yes,sawmills; woodworking machinery,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_011,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1477,lewiston-plc365,plcphotos1477,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1477.html
plcphotos,Clearwater Sawmill and Lumber factory workings [43],A man sits in a chair over sawdust and scraps of wood while holding on to machinery. The description on the back of the photograph says &quot;trimmer man.&quot;,,,1966,yes,sawmills; woodworking machinery,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_012,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1478,lewiston-plc366,plcphotos1478,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1478.html
plcphotos,Clearwater Sawmill and Lumber factory workings [31],A man manipulates lumber scraps.,,"Munson, Al",1966,yes,sawmills; lumber,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_013,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1479,lewiston-plc367,plcphotos1479,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1479.html
plcphotos,Clearwater Sawmill and Lumber factory workings [70],Men monitor lumber as it works along the green chain. The description on the back reads &quot;Green Chain and workers.&quot;,,Noel Photo,1966,yes,sawmills; lumber; planks (wood),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_014,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1480,lewiston-plc368,plcphotos1480,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1480.html
plcphotos,Clearwater Sawmill and Lumber factory workings [32],"A overhead of the green chain.  At the top of the photo, a worker works with several planks of lumber. On the right hand side towards the top, a worker sits.",,"Munson, Al",1966,yes,sawmills; woodworking machinery; lumber; planks (wood),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_015,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1481,lewiston-plc369,plcphotos1481,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1481.html
plcphotos,Clearwater Sawmill and Lumber factory workings [49],Planks coming down the green chain to be sorted into piles.,,,1966,yes,sawmills; lumber; planks (wood); woodworking machinery,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_018,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1483,lewiston-plc370,plcphotos1483,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1483.html
plcphotos,Clearwater Sawmill and Lumber factory workings [42],"In the planer mill, planks of Lumber are inspected for grading. Two men stand on the right hand of the photo.",,,1966,yes,sawmills; lumber; planks (wood),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_017,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1484,lewiston-plc371,plcphotos1484,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1484.html
plcphotos,Clearwater Sawmill and Lumber factory workings [44],Planks are run through the edger machine.,,,1966,yes,sawmills; lumber; planks (wood); woodworking machinery,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_019,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1485,lewiston-plc372,plcphotos1485,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1485.html
plcphotos,Clearwater Sawmill and Lumber factory workings [62],A log is being cut into planks after being stripped of its bark.,,,1956-12-31,,sawmills; woodworking machinery; log (wood),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_022,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",color photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1486,lewiston-plc373,plcphotos1486,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1486.html
plcphotos,Clearwater Sawmill and Lumber factory workings [64],Two men work at taking the planks from the logs and move to the next part of the process.,,,1957-01-10,,sawmills; woodworking machinery; log (wood); planks (wood),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_024,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",color photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1487,lewiston-plc374,plcphotos1487,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1487.html
plcphotos,Clearwater Sawmill and Lumber factory workings [41],Log being brought into the mill.,,,1966,yes,sawmills; log (wood),United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_025,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",color photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1488,lewiston-plc375,plcphotos1488,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1488.html
plcphotos,Clearwater Sawmill and Lumber factory workings [56],Rough log being run through a saw.,,,1966,yes,sawmills; log (wood); woodworking machinery,United States;Idaho;Nez Perce County;Lewiston,United States;Idaho;Nez Perce County;Lewiston,46.423373,-116.977056,,,"MG 457, Box 202, Folder 9, http://archiveswest.orbiscascade.org/ark:/80444/xv40829/op=fstyle.aspx?t=k&amp;q=MG+457&amp;c=ntd",457_202_9_026,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",black and white photographs,image;stillimage,image/jpg,eng,http://rightsstatements.org/vocab/InC/1.0/,1489,lewiston-plc376,plcphotos1489,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos1489.html
